Item ID,translated_item_name,category
3263831000004404052,ATS 630A,Construction Materials
3263831000004428005,sheet black sabic 1220*3000*1.5,Metals & Steel
3263831000004428003,sheet black sabic 1220*2440mm*1.5,Construction Materials
3263831000004428007,sheet black sabic 1220*3000*1.8,Construction Materials
3263831000004484003,HDG OSF C/Tray 100W x 50H x 1.5 mm Thick x 3000 mm Length,Electrical & Lighting
3263831000004484011,I/Riser 90 Deg. HDG OSF C/Tray 450W x 75H x 2.0 mm Thick,Tools & Hardware
3263831000004484019,I/Riser 90 Deg. HDG OSF C/Tray 150W x 50H x 1.5 mm Thick,Electrical & Lighting
3263831000004484027,C/Equal Tee HDG OSF C/Tray 150W x 50H x 1.5 mm Thick,Tools & Hardware
3263831000004484035,C/Equal Tee HDG OSF C/Tray 150W x 50H x 1.5 mm Thick,Electrical & Lighting
3263831000004484043,HDG OSF C/Tray 600W x 100H x 2.0 mm Thick x 3000 mm Length,Electrical & Lighting
3263831000004484051,HDG OSF C/Tray Cover 100W x 1.5 mm Thick x 3000 mm Length,Electrical & Lighting
3263831000004484059,Roofing Bolt M6x16 mm with Nut & Washer,Construction Materials
3263831000004484067,Hexagonal Nut M10 + Flat Washer M10,Tools & Hardware
3263831000004484007,HDG OSF C/Tray 450W x 75H x 2.0 mm Thick x 3000 mm Length,Tools & Hardware
3263831000004484015,HDG OSF C/Tray 150W x 50H x 1.5 mm Thick x 3000 mm Length,Tools & Hardware
3263831000004484023,O/Riser 90 Deg. HDG OSF C/Tray 150W x 50H x 1.5 mm Thick,Tools & Hardware
3263831000004484031,Reducer HDG OSF C/Tray 150-100W x 50H x 1.5 mm Thick,Tools & Hardware
3263831000004484039,C/Bend 90 Deg. HDG OSF C/Tray 100W x 50H x 1.5 mm Thick,Tools & Hardware
3263831000004484047,HDG OSF C/Tray Cover 150W x 1.5 mm Thick x 3000 mm Length,Tools & Hardware
3263831000004484055,HDG Angle Coupler 75mm Height C/Tray,Tools & Hardware
3263831000004484063,Threaded Rod M10 x 3000mm Length,Construction Materials
3263831000004484005,HDG OSF C/Tray Cover 100W x 1.5 mm Thick x 3000 mm Length,Electrical & Lighting
3263831000004484013,O/Riser 90 Deg. HDG OSF C/Tray 450W x 75H x 2.0 mm Thick,Construction Materials
3263831000004484021,I/Riser 90 Deg. Cover HDG OSF C/Tray 150W x 1.5 mm Thick,Electrical & Lighting
3263831000004484029,C/Equal Tee Cover HDG OSF C/Tray 150W x 1.5 mm Thick,Electrical & Lighting
3263831000004484037,C/Equal Tee Cover HDG OSF C/Tray 150W x 1.5 mm Thick,Electrical & Lighting
3263831000004484045,HDG OSF C/Tray Cover 600W x 1.5 mm Thick x 3000 mm Length,Electrical & Lighting
3263831000004484053,HDG Angle Coupler 50mm Height C/Tray,Tools & Hardware
3263831000004484061,HDG Slotted Channel 41 x 41 x 2.0 mm Thick x 3000mm Length,Metals & Steel
3263831000004484009,C/Bend 90 Deg. HDG OSF C/Tray 450W x 75H x 2.0 mm Thick,Construction Materials
3263831000004484017,HDG OSF C/Tray Cover 150W x 1.5 mm Thick x 3000 mm Length,Construction Materials
3263831000004484025,O/Riser 90 Deg. Cover HDG OSF C/Tray 150W x 1.5 mm Thick,Construction Materials
3263831000004484033,Reducer Cover HDG OSF C/Tray 150-100W x 1.5 mm Thick,Metals & Steel
3263831000004484041,C/Bend 90 Deg. HDG OSF C/Tray 150W x 50H x 1.5 mm Thick,Construction Materials
3263831000004484049,HDG OSF C/Tray 100W x 75H x 1.5 mm Thick x 3000 mm Length,Construction Materials
3263831000004484057,HDG Angle Coupler 100mm Height C/Tray,Tools & Hardware
3263831000004484065,Non Drill Anchor M10,Construction Materials
3263831000004511065,BCC.12103140 WIRE 1X2.5 CU PVC 450 750V HO7V2-R 90*C Red 100YR,Construction Materials
3263831000004511073,BCC.12163140 WIRE 1X2.5 CU PVC 450 750V HO7V2R 90*C G Yellow 100YR,Construction Materials
3263831000004511081,BC.BSC4 COUPLING PVC 32 MM,Construction Materials
3263831000004511089,"BC.BMB71447112E BOX MTL 7X14cm 47mmD 1.1mm Th1/2""&3/4""ko ADJ. W Brass",Metals & Steel
3263831000004511097,"ITCC.E0075 CONDUIT EMT 3/4"" 3MU UL 797",Electrical & Lighting
3263831000004511067,BCC.12113140 WIRE 1X2.5 CU PVC 450 750V HO7V2R 90*C Yellow 100YR,Electrical & Lighting
3263831000004511075,BC.BMP-3 CONDUIT PVC 25MM MG 1.8MM 2.9M U,Electrical & Lighting
3263831000004511083,BC.BFA3 ADAPTOR PVC FEMALE 25MM,Plumbing & HVAC
3263831000004511091,BC.BSG 3-E PVC CEMENT 473ML Can CANADA,Construction Materials
3263831000004511099,CC.ECP075 COUPLING EMT SET SCREW 3/4,Tools & Hardware
3263831000004511069,BCC.12123140 WIRE 1X2.5 CU PVC 450 750V HO7V2R 90*C Blue 100YR,Electrical & Lighting
3263831000004511077,BC.BMP-4 CONDUIT PVC 32MM MG 2.1MM 2.9M U,Electrical & Lighting
3263831000004511085,BC.BFA4 ADAPTOR PVC FEMALE 32MM,Electrical & Lighting
3263831000004511093,BC.BSB4 STRAP SADDLE PVC 32MM WITH BASE,Tools & Hardware
3263831000004511101,"ITCC.ECN075 CONNECTOR EMT SET-SCREW 3/4""",Electrical & Lighting
3263831000004511071,BCC.12133140 WIRE 1X2.5 CU PVC 450 750V HO7V2R 90*C Black 100YR,Electrical & Lighting
3263831000004511079,BC.BSC3 COUPLING PVC 25MM,Construction Materials
3263831000004511087,"BC.BMB7747112E BOX MTL 7X7cm 47mm 1.1mm Th 1/2""&3/4""ko ADJ. W BRASS",Metals & Steel
3263831000004511095,BC.BSB3 STRAP SADDLE PVC 25MM WITH BASE,Miscellaneous & Logistics
3263831000004511103,"ITCC.ES1075 STRAP EMT 1-HOLE 3/4""",Tools & Hardware
3263831000004537137,16X2000mm Copper Air Terminal,Electrical & Lighting
3263831000004537145,Forged Dc Clip For 25X3 Copper Tape,Electrical & Lighting
3263831000004537153,Copper Test Clamp For 70mm2 Cable,Electrical & Lighting
3263831000004537161,Rod to Cable Clamps (GUV Type) 70 - 120 mm,Tools & Hardware
3263831000004537169,4-Way Earth Bar with Twin Disconnecting Link 450 x 100 x 90,Security & Access Control
3263831000004537139,16mm Gunmetal Air Terminal Base,Metals & Steel
3263831000004537147,Square Tape Clamp 25X3,Tools & Hardware
3263831000004537155,Concrete Inspection Pit c/w Lifting Eye 315mm x 315mm x 165mm (W x D x H),Construction Materials
3263831000004537163,Horizontal Cable Run to Horizontal Cable Tap Tee Joint – CC2 - A 120 (mm) B 120 (mm),Electrical & Lighting
3263831000004537171,6-Way Earth Bar with Twin Disconnecting Link 550 x 100 x 90,Metals & Steel
3263831000004537143,25x3 Bare Copper Tape 50M Coils KINGSMILL,Electrical & Lighting
3263831000004537151,Square Tape Clamp 25x3 to 70mm2,Tools & Hardware
3263831000004537159,"3.0M x 20mm Copper bond Earth Rod Threaded 3/4"" Unci",Metals & Steel
3263831000004537167,Handle Clamp - Small for D type Mould,Tools & Hardware
3263831000004537141,Multi Point Copper Air Terminal,Electrical & Lighting
3263831000004537149,"Flat Tinned Copper Braid bond 200mm, 25 mm2 c/w Tinned Copper Ferruled Ends with 11mm dia.",Metals & Steel
3263831000004537157,5 Hole Earth Bar for Concrete Pit,Tools & Hardware
3263831000004537165,#150 Weld Metal (Supplied in Cartons of 10),Metals & Steel
3263831000004537173,25Kg Bags FD Bentonite Powder,Construction Materials
3263831000004541063,Steel armament of 16 mm agreement,Security & Access Control
3263831000004541065,SABIC armament iron 10 mm,Security & Access Control
3263831000004550023,16mm Gunmetal Air Terminal Base,Metals & Steel
3263831000004550031,Square Tape Clamp 25X3,Tools & Hardware
3263831000004550039,Concrete Inspection Pit c/w Lifting Eye 315mm x 315mm x 165mm (W x D x H),Construction Materials
3263831000004550047,Horizontal Cable Run to Horizontal Cable Tap Tee Joint – CC2 - A 120 (mm) B 120 (mm),Electrical & Lighting
3263831000004550055,6 Way Earth Bar with Twin Disconnecting Link 550 x 100 x 90 (mm) L x W x H,Construction Materials
3263831000004550025,Multi Point Copper Air Terminal,Electrical & Lighting
3263831000004550033,"Flat Tinned Copper Braid bond 200mm, 25 mm2 c/w Tinned Copper Ferruled Ends with 11mm dia.",Electrical & Lighting
3263831000004550041,5 Hole Earth Bar for Concrete Pit,Tools & Hardware
3263831000004550049,#150 Weld Metal (Supplied in Cartons of 10),Metals & Steel
3263831000004550057,12 Way Earth Bar with Twin Disconnecting Link 900 x 100 x 90 (mm) L x W x H,Construction Materials
3263831000004550021,16X2000mm Copper Air Terminal,Electrical & Lighting
3263831000004550029,Forged Dc Clip For 25X3 Copper Tape,Electrical & Lighting
3263831000004550037,Copper Test Clamp For 70mm2 Cable,Electrical & Lighting
3263831000004550045,Rod to Cable Clamps (GUV Type) 70 - 120 mm,Tools & Hardware
3263831000004550053,4 Way Earth Bar with Twin Disconnecting Link 450 x 100 x 90 (mm) L x W x H,Metals & Steel
3263831000004550027,25x3 Bare Copper Tape 50M Coils KINGSMILL,Electrical & Lighting
3263831000004550035,Square Tape Clamp 25x3 to 70mm2,Tools & Hardware
3263831000004550043,"3.0M x 20mm Copper bond Earth Rod Threaded 3/4"" Unci",Construction Materials
3263831000004550051,Handle Clamp - Small for D type Mould,Metals & Steel
3263831000004550059,25Kg Bags FD Bentonite Powder,Construction Materials
3263831000004552029,Iron sectors (Kirby),Metals & Steel
3263831000004545072,Square Floor Cleanout-110mm Gasket_FD6030 S,Plumbing & HVAC
3263831000004545080,Dome Small Roof Drain W/ Mesh-160mm Gasket_FD4060 GX,Tools & Hardware
3263831000004545088,Vent Cap-75mm Hub_FD8020,Tools & Hardware
3263831000004545074,Square Floor Cleanout-75mm Gasket_FD6030S,Plumbing & HVAC
3263831000004545082,Dome Small Roof Drain with Mesh-75mm Gasket_FD4060 GX,Plumbing & HVAC
3263831000004545068,Square Floor Drain-110mm Gasket_FD5010 S L,Plumbing & HVAC
3263831000004545076,Funnel Floor Drain-50mm Gasket_FD5010 F,Plumbing & HVAC
3263831000004545084,Floor Cleanout-50mm Hub_FD7030,Miscellaneous & Logistics
3263831000004545070,Square Floor Drain-75mm Gasket_FD5010 S,Plumbing & HVAC
3263831000004545078,Floor Cleanout 160mm_FD7030,Tools & Hardware
3263831000004545086,Vent Cap-50mm Hub_FD8020,Electrical & Lighting
3263831000004597007,supply H-beam steel.,Construction Materials
3263831000004597009,supply cement for block work.,Construction Materials
3263831000004597003,Supply and sandwich panel 5*3m*120m,Construction Materials
3263831000004597005,supply block 15cm * 40cm,Construction Materials
3263831000004599029,The same item with an emergency battery that operates when the electrical current is cut,Safety & Fire Protection
3263831000004599031,Spot Lite 25*2 w,Tools & Hardware
3263831000004599025,"Mcail emergency exit is riding a mural and a square that operates when the electricity is interrupted for three hours, an English industry",Safety & Fire Protection
3263831000004599027,Lighting unit size 60*60 40 w,Electrical & Lighting
3263831000004657022,1/2 test,Miscellaneous & Logistics
3263831000004657030,Burn 32 m conversion,Electrical & Lighting
3263831000004657038,Flat 110 red lighthouse,Electrical & Lighting
3263831000004657046,Melbush 25 m free,Miscellaneous & Logistics
3263831000004657054,Fell 32 m gray,Construction Materials
3263831000004657062,Fell 75 m red lighthouse,Electrical & Lighting
3263831000004657070,. 50 m conversion,Metals & Steel
3263831000004657024,Pipe 32 m converting thermal,Plumbing & HVAC
3263831000004657032,32 gray pipe,Metals & Steel
3263831000004657040,Fell 75 m red lighthouse,Safety & Fire Protection
3263831000004657048,Fell 25 m free,Construction Materials
3263831000004657056,Corner elbow 110 m Manar,Plumbing & HVAC
3263831000004657064,Corner elbow 50 m Manar,Plumbing & HVAC
3263831000004657072,75*50 m conversion,Miscellaneous & Logistics
3263831000004657018,تيب رمادي,Construction Materials
3263831000004657026,25 m conversion pipe,Construction Materials
3263831000004657034,Fell 32 m gray,Construction Materials
3263831000004657042,32 m transfers,Safety & Fire Protection
3263831000004657050,Box 7*7 deep legs of the Rowe,Tools & Hardware
3263831000004657058,Corner elbow 75 m red lighthouse,Safety & Fire Protection
3263831000004657066,Pipe 50m Class 4 Al -Manar,Construction Materials
3263831000004657020,بخاخ فوم,Office & Furniture
3263831000004657028,Qassam 32 m conversion,Construction Materials
3263831000004657036,Fukha 32 mm gray,Metals & Steel
3263831000004657044,Pipe 25 m free,Construction Materials
3263831000004657052,Lee Gerjor 3 inch specialization,Miscellaneous & Logistics
3263831000004657060,"Fateh 75m, a red lighthouse",Electrical & Lighting
3263831000004657068,Pipe 75m Class 4 Al -Manar,Construction Materials
3263831000004730435,PVDF supply school umbrellas of cloth according to the specifications and plans approved by the Building Development Company,Construction Materials
3263831000004735144,Swedish wire 6 ml blue 1,Electrical & Lighting
3263831000004735152,Swedish wire 4 ml blue 1,Electrical & Lighting
3263831000004735160,Swedish wire 2.5 mm yellow 1,Electrical & Lighting
3263831000004735142,Swedish wire 6 ml black 1,Electrical & Lighting
3263831000004735150,Swedish wire 4 ml red 12,Electrical & Lighting
3263831000004735158,Swedish wire 2.5 mm black 1,Electrical & Lighting
3263831000004735146,Swedish wire 6 ml red 10,Electrical & Lighting
3263831000004735154,Swedish wire 4 ml black 1,Metals & Steel
3263831000004735162,Swedish wire 2.5 ml red 14,Electrical & Lighting
3263831000004735140,Swedish wire 6 ml yellow 1,Electrical & Lighting
3263831000004735148,Swedish wire 4 ml yellow 12,Electrical & Lighting
3263831000004735156,Swedish wire 2.5 mm blue 1,Electrical & Lighting
3263831000004724237,Kibel Viber 144,Metals & Steel
3263831000004728117,FloorStanding 42HDL6B1A 38HDL6B1A,Construction Materials
3263831000004728125,Window Rotary 51HVR183MA0G,Electrical & Lighting
3263831000004728123,Ducted Splits low StatiC 42TPM060-31SHRE 38PKC60DS30-31,Electrical & Lighting
3263831000004728119,High-wall Creation Pro 42QHA018HSN-1 38QHA018HSN-2,Construction Materials
3263831000004728127,Window Rotary 51HVR213MA0G,Electrical & Lighting
3263831000004728121,High-wall Creation Pro 42QHA024HSN-1 38QHA024HSN-3,Construction Materials
3263831000004741335,Black Cowl SABIC Explain 1000*2 mm,Construction Materials
3263831000004741333,Black SABIC Explanation 1000*1.5 mm,Construction Materials
3263831000004741337,Black SABIC Explanation 1220*2.5 mm,Metals & Steel
3263831000004741373,Black Sheet 1220X3000X2.00 MM,Construction Materials
3263831000004741371,Black Sheet 1220X2440X2.00 MM,Construction Materials
3263831000004741369,Black Sheet 1220X2440X1.50 MM,Construction Materials
3263831000004733136,Manufacturing and supply Sandwish Panal,Metals & Steel
3263831000004731221,FloorStanding 42HDL6B1A 38HDL6B1A,Office & Furniture
3263831000004788007,Black sheet 2 x 6 x 15 mm,Construction Materials
3263831000004788005,Black sheet 1.22 x 2.44 x 1.1 mm,Construction Materials
3263831000004788003,Black sheet 1.22 x 2.44 x 1.2 mm,Construction Materials
3263831000004821022,GALVANIZED SHEET 1.2 MM * 1 * 3 M.,Construction Materials
3263831000004821030,GALVANIZED SHEET 1.0 * 1000 * 570 MM.,Construction Materials
3263831000004821020,"GI SHEET, 1.2 MM * 1* 2.44 M",Construction Materials
3263831000004821028,GALVANIZED SHEET 1.0 * 1000 * 670 MM.,Construction Materials
3263831000004821016,HR SQUARE TUBE 40* 40*1.2 MM * 6 M,Construction Materials
3263831000004821024,"GI SHEET, 1.2 MM * 1* 2.44 M",Construction Materials
3263831000004821032,HR STEEL SHEET 2.8 MM * 1 * 2 M.,Construction Materials
3263831000004821018,GALVANIZED SHEET 1.2 MM * 1 * 3 M,Construction Materials
3263831000004821026,GALVANIZED SHEET 1.0 * 1000 * 910 MM.,Metals & Steel
3263831000004821034,HR STEEL SHEET 9.8 MM * 1 * 2 M.,Metals & Steel
3263831000004821046,Cables (Single Lot),Electrical & Lighting
3263831000004982003,EFD061R190739-T 60X60/11-F-M-01-JOLI IVORY,Electrical & Lighting
3263831000004982005,EFT061A230673-T 60X60/11-F-M-01-RAINBOW GREY,Metals & Steel
3263831000005015003,Saj Galvan SABIC 1220*2240*0.7 mm,Construction Materials
3263831000005015011,Saj Galvan SABIC 1220*2240*2 mm,Metals & Steel
3263831000005015009,Saj Galvan SABIC 1220*2240*1.5 mm,Electrical & Lighting
3263831000005015005,Saj Galvan SABIC 1220*2240*1 mm,Metals & Steel
3263831000005015013,Black SABIC 1220*2240*1.5 mm,Construction Materials
3263831000005015007,Saj Galvan SABIC 1220*2240*1.2 mm,Metals & Steel
3263831000005015015,Black SABIC 1220*2240*2 mm,Construction Materials
3263831000005020183,SABIC armament iron 12 mm,Metals & Steel
3263831000005020181,SABIC armament iron 8 mm,Electrical & Lighting
3263831000005020185,SABIC armament iron 16 mm,Security & Access Control
3263831000005020187,SABIC armament iron 18 mm,Tools & Hardware
3263831000005047003,Model #40413 40*40*0.9 cm,Tools & Hardware
3263831000005047005,Model #40416 40*40*0.9 cm,Tools & Hardware
3263831000005096031,12.0 MM Black deformed straight bar G60-12m-sabic,Metals & Steel
3263831000005096039,14.0 mm Black Deformed Straight Bar G60 - 12 M - Ittifaq,Construction Materials
3263831000005096037,12.0 MM Black deformed straight bar G60-12m-Ittifaq,Metals & Steel
3263831000005096033,14.0 mm Black Deformed Straight Bar G60 - 12 M - sabic,Construction Materials
3263831000005096041,16.0 mm black deformed straight bar G60-12M - Ittefaq,Construction Materials
3263831000005096035,16.0 mm black deformed straight bar G60-12M - sabic,Metals & Steel
3263831000005096043,07.7 mm Deformed Straight Bar - CR - 6M,Construction Materials
3263831000005107039,Steel armament 10 mm agreement,Security & Access Control
3263831000005107037,Steel armament of 16 mm agreement,Security & Access Control
3263831000005107041,Steel armament of 12 mm agreement,Security & Access Control
3263831000005181649,SABIC armament iron 8 mm,Metals & Steel
3263831000005181653,SABIC armament iron 16 mm,Security & Access Control
3263831000005181655,SABIC armament iron 18 mm,Safety & Fire Protection
3263831000005254028,Office of 160 cm+left corner-black-brown SL-oZ1910l16-bn,Office & Furniture
3263831000005254036,3-seat sofa-black artificial leather Di-dk8930-S-BLK,Office & Furniture
3263831000005254044,Office 200 cm+Right-Oasis-Beni SL-OZ1905r20-BN GA,Office & Furniture
3263831000005254052,Meeting table 280 cm-black-blut SL-oZ1917-28 -o,Office & Furniture
3263831000005254060,Table of 140*70*42 cm-brown/white pearl gk-rt6030,Office & Furniture
3263831000005254068,TV table 200*45*62 cm-white/silver pda-730-14,Office & Furniture
3263831000005254030,Office of 160 cm+Right-Black-Black Corner SL-OZ1910R16-BN,Office & Furniture
3263831000005254038,Cardinza 160*40*80 cm-black-oz1933-car-bn,Metals & Steel
3263831000005254046,High wardrobe doors 80*40*200 cm-black/brown sl-oZ2523-cb-bn g,Office & Furniture
3263831000005254054,4-piece sofa set-1+1+3+3 Big F/brown Asd-SF-3795,Office & Furniture
3263831000005254062,Treasury 81*36*213 cm-Gold Dov-AW003Ab,Tools & Hardware
3263831000005254032,SL-STLR1A-M-BLK,Metals & Steel
3263831000005254040,Side table 60*60*45 cm-black-oz1927-brn,Office & Furniture
3263831000005254048,GSF-A1612-PU-wt high background chair-white artificial leather,Office & Furniture
3263831000005254056,5-piece corner set 10202-01sh,Office & Furniture
3263831000005254064,Reception chair 66*72*70 cm-brown/Karimi GK-kch6030,Office & Furniture
3263831000005254042,Meeting table 120*120*75 cm-black-brown SL-MT-SQ12-BN G,Office & Furniture
3263831000005254050,Dhuhr office chair-white artificial leather GSF-B1612-PU-wt,Office & Furniture
3263831000005254058,Consol 145*40*85 cm-gram,Construction Materials
3263831000005254066,Side table 50*55 cm-gray/white pear,Office & Furniture
3263831000005282009,ZK-FR1200 card reader,Security & Access Control
3263831000005282017,Exit Button No Touch magnetic lock,Electrical & Lighting
3263831000005282025,Mifare card magnetic lock,Miscellaneous & Logistics
3263831000005282033,safe box cbt-2043mb,Security & Access Control
3263831000005282003,ZK-inBioPro-460 Access Controller,Security & Access Control
3263831000005282011,ZK-8500R card reader,Security & Access Control
3263831000005282019,EL-350L magnetic reader,Security & Access Control
3263831000005282027,KBio CVSecurity Software,Security & Access Control
3263831000005282005,ZK-inBioPro-260 Access Controller,Security & Access Control
3263831000005282013,EL-350-5 magnetic lock,Security & Access Control
3263831000005282021,EL-350ZL magnetic reader,Metals & Steel
3263831000005282029,"installation 2ED, AND 3rd Fix Termination",Construction Materials
3263831000005282007,ZK-inBioPro-160 Access Controller,Security & Access Control
3263831000005282015,EL-350D-5 magnetic lock,Security & Access Control
3263831000005282023,EL-BL39 magnetic lock,Security & Access Control
3263831000005282031,installation Testing And Commissioning,Metals & Steel
3263831000005364015,SABIC armament iron 8 mm,Electrical & Lighting
3263831000005364017,SABIC armament iron 12 mm,Metals & Steel
3263831000005364019,SABIC armament iron 16 mm,Security & Access Control
3263831000005386029,"Coyle, smooth, 9 mm, SABIC",Construction Materials
3263831000005386027,Coyle smooth armament 11 mm SABIC,Metals & Steel
3263831000005387023,Steel armament 10 mm agreement,Security & Access Control
3263831000005412003,"Supply VIVANCO Indoor/Outdoor Unitube Optical Fiber Drop Cable, 2 Core, G657A2 Fiber, Aramid Yarn St",Electrical & Lighting
3263831000005475030,"Cowls, 9 mm, armament",Tools & Hardware
3263831000005475032,"Cowls, armament 11 mm",Security & Access Control
3263831000005477064,Trina Solar Panels Mono PERC DE19 Model: DE19 550 W ( unit: WATT ),Electrical & Lighting
3263831000005491883,Saudi armament iron 8 mm * 6 meters,Security & Access Control
3263831000005491885,Saudi armament iron 10 mm * 12 meters,Construction Materials
3263831000005489579,Control Panel - 1 & 2,Security & Access Control
3263831000005489587,RESOL DeltaSol® SLL - Full kit Solar controller,Electrical & Lighting
3263831000005489581,Enclosed Emergency Stop Pushbutton,Safety & Fire Protection
3263831000005489589,"2 RESOL DL2 Plus 520,10 25,00 780,15 Datalogger",Security & Access Control
3263831000005489583,RESOL DeltaSol® SLL - Full kit Solar controller,Electrical & Lighting
3263831000005489585,"2 RESOL DL2 Plus 520,10 25,00 780,15 Datalogger",Tools & Hardware
3263831000005584029,Steel armament 12 mm agreement 12 meters,Security & Access Control
3263831000005584031,Steel armament 10 mm agreement,Metals & Steel
3263831000005584033,Steel armament 20 mm agreement,Security & Access Control
3263831000005583025,Steel armament 10 mm agreement,Security & Access Control
3263831000005578036,Italian heater heart 1200/220,Electrical & Lighting
3263831000005585065,Steel armament of 12 mm agreement,Metals & Steel
3263831000005586071,12.0 mm Black Deformed Straight Bar G60-12 M -Sabic,Metals & Steel
3263831000005586079,14.0 mm Black Deformed Straight Bar G60 - 12 M - Ittifaq,Construction Materials
3263831000005586073,14.0 mm Black Deformed Straight Bar G60-12 M-SABIC,Metals & Steel
3263831000005586081,16.0 mm Black Deformed Straight Bar G60-12 M - ittifaq,Metals & Steel
3263831000005586067,07.7 mm Deformed Straight Bar - CR - 6M (Unit: Bun),Metals & Steel
3263831000005586075,16.0 mm Black Deformed Straight Bar G60-12 M-Sabic,Construction Materials
3263831000005586069,09.5 mm Deformed Straight Bar - CR - 12 M,Construction Materials
3263831000005620003,C35 OPC WITH ICE,Security & Access Control
3263831000005630005,HEB 260 * 260 * 10 * 17.5 mm * 12 mtr,Tools & Hardware
3263831000005630013,Square T ube 60 * 60 * 2 mm * 6 mtr,Construction Materials
3263831000005630007,IPE 300*150*7.1 *10.7 MM * 12 mtr,Construction Materials
3263831000005630009,HEB 280 * 280 * 10.5 * 18 mm * 12 m,Tools & Hardware
3263831000005630003,HEB 200 * 200 * 15 * 9 mm * 12 mtr,Metals & Steel
3263831000005630011,Square T ube 40 * 40 * 2 mm * 6 mtr,Construction Materials
3263831000005694017,Steel armament of 16 mm agreement,Metals & Steel
3263831000005713031,"كابل 9نحاسي احادي القلب معزول PVC,XLPE",Electrical & Lighting
3263831000005713039,PPR and cold 4500 mm infection pipes,Plumbing & HVAC
3263831000005713025,"Silent copper wire roll, glorified 16 mm 2",Electrical & Lighting
3263831000005713033,MDP power control panels,Electrical & Lighting
3263831000005713027,"Silent copper wire roll, glorified 6 mm 2",Electrical & Lighting
3263831000005713035,LD Ultra Control Panel,Security & Access Control
3263831000005713029,Low voltage energy cables,Electrical & Lighting
3263831000005713037,6 -inch pipes 3500 mm,Construction Materials
3263831000005700091,SABIC armament iron 18 mm,Security & Access Control
3263831000005700087,SABIC armament iron 12 mm,Metals & Steel
3263831000005700089,SABIC armament iron 16 mm,Metals & Steel
3263831000005853751,Silico Maganese 60% 010100001,Metals & Steel
3263831000005863511,14.0 mm Black Deformed Straight Bar G60-12 M-SABIC,Metals & Steel
3263831000005863519,12.0 mm Black Deformed Straight Bar G60 - 12 M - WATANI,Tools & Hardware
3263831000005863513,16.0 mm Black Deformed Straight Bar G60-12 M-Sabic,Metals & Steel
3263831000005863521,14.0 mm Black Deformed Straight Bar G60 - 12 M - watani,Metals & Steel
3263831000005863507,07.7 mm Deformed Straight Bar - CR - 6M,Construction Materials
3263831000005863523,16.0 mm Black Deformed Straight Bar G60 - 12 M - WATANI,Tools & Hardware
3263831000005863509,10.0 mm Deformed Straight Bar - CR - 12 M,Metals & Steel
3263831000005880009,Cast and asphalt works,Construction Materials
3263831000005875044,Hanager installation works (50% of the manufacture and installation of the metal structure),Metals & Steel
3263831000006022003,Steel armament 12 mm agreement 12 meters,Metals & Steel
3263831000006012089,يلاود ابوتاج درجو اولى صيني,Plumbing & HVAC
3263831000006020028,160 mm gray pipe 3 Class Nebro Riber,Construction Materials
3263831000006020036,Safe ordinary 110 multimed impact unit,Safety & Fire Protection
3263831000006020044,"A third of the 110 mm, the steak, Namat Riber",Construction Materials
3263831000006020052,"American pipes, Nebro",Plumbing & HVAC
3263831000006020060,German skeleton,Safety & Fire Protection
3263831000006020030,75 mm gray 3 Class Nebro Riber,Construction Materials
3263831000006020038,"Normal pulp 75 mm, steak, Namat Riber",Construction Materials
3263831000006020046,"Eoard, 110 mm, steak, Namat Riber",Tools & Hardware
3263831000006020054,Glue 1 kilo of pipes 714 American,Plumbing & HVAC
3263831000006020026,110 mm gray pipe 4 Class Nebro Riber,Metals & Steel
3263831000006020034,"Normal 50 mm, steak, Namat Riber",Construction Materials
3263831000006020042,Yiba 110 x 50 is long open Namat Riber,Construction Materials
3263831000006020050,"One -third of 110 x 50 mm, steak, Namat Riber",Miscellaneous & Logistics
3263831000006020058,"Staff Lash 1/2 """,Tools & Hardware
3263831000006020032,50 mm gray pipe 4 Class Nebro,Metals & Steel
3263831000006020040,"Normal lobby 110 mm, steak, Namat Riber",Office & Furniture
3263831000006020048,A normal third third,Miscellaneous & Logistics
3263831000006020056,"Fez Laughter 4 """,Miscellaneous & Logistics
3263831000006051003,Cast-in-situ POST TENSION SLAB with the shwon thickness stength 30 Mpa cylinder. Including needed ci,Construction Materials
3263831000006139088,IPE 500 90.7 18M S355 JR +M,Metals & Steel
3263831000006195005,Steel armament Al Yamamah 12 ml,Security & Access Control
3263831000006195003,Steel armament Al Yamama 14 ml,Security & Access Control
3263831000006217008,Coyle iron 9 ml,Metals & Steel
3263831000006217010,Coyle iron 11 ml,Metals & Steel
3263831000006245003,07.7 mm Deformed Coil -CR,Metals & Steel
3263831000006245011,16.0 mm Black Deformed Straight Bar G60-12M-Sabic,Construction Materials
3263831000006245019,14.0 mm Black Deformed Straight Bar G60 - 12 M WATANI,Metals & Steel
3263831000006245005,09.5 mm Deformed Coil - CR,Construction Materials
3263831000006245013,16.0 mm Black Deformed Straight Bar G6012 M - ittifaq,Construction Materials
3263831000006245015,20.0 mm Black Deformed Straight Bar G60-12M-Ittifaq,Metals & Steel
3263831000006245009,09.5 mm Deformed Straight Bar -CR - 12 M,Construction Materials
3263831000006245017,12.0 mm Black Deformed Straight Bar G60 - 12 M -WATANI,Construction Materials
3263831000006316010,Electricity is 630 mm electricity,Electrical & Lighting
3263831000006316004,Riad Kibel 1*630 black,Electrical & Lighting
